rms_norm,crest_factor,kurtosis,temperature_delta,label
6.5564,8.8045,8.2678,16.53,Danger
1.1364,2.7725,2.5355,2.45,Healthy
1.1369,3.3485,3.0225,4.40,Healthy
4.2649,5.9192,12.6737,24.89,Danger
2.4242,5.5297,5.2624,15.43,Degraded
1.0105,3.2833,2.8896,0.00,Healthy
2.8601,4.7692,5.2647,15.78,Degraded
1.0894,2.9794,2.8647,0.89,Healthy
3.7334,9.0703,18.5942,36.25,Danger
0.9612,2.9160,3.2796,0.89,Healthy
1.0313,3.4612,2.9659,2.00,Healthy
1.0035,3.0656,3.3462,1.58,Healthy
5.1861,5.4906,17.2220,27.46,Danger
1.9102,4.3267,4.9543,5.72,Degraded
0.9270,2.9766,2.9650,1.85,Healthy
2.5818,4.4749,6.6507,14.48,Degraded
0.9384,3.6336,3.5929,0.64,Healthy
0.9605,3.0538,3.7253,0.07,Healthy
1.0914,3.2684,2.5397,1.30,Healthy
0.9017,3.0689,2.8423,2.72,Healthy
2.2364,3.8169,3.9376,18.38,Degraded
0.9779,3.1845,3.0954,1.83,Healthy
0.8086,3.5498,2.3198,0.52,Healthy
2.3812,3.7090,4.1863,12.94,Degraded
1.0551,2.5334,3.1678,1.01,Healthy
1.0212,3.0068,2.3810,1.90,Healthy
0.9766,2.9658,2.7811,2.15,Healthy
4.4402,8.1366,13.0869,49.56,Danger
0.9455,2.7738,3.4341,1.85,Healthy
5.1068,6.4346,17.2788,26.08,Danger
3.9321,7.3833,11.7569,31.91,Danger
0.8848,3.3497,2.7828,2.10,Healthy
2.6688,4.6883,5.7376,11.17,Degraded
2.0014,4.7210,7.6037,12.69,Degraded
2.3845,4.2770,6.5698,12.20,Degraded
4.5626,7.0478,14.9482,23.47,Danger
1.1755,3.0340,2.5869,4.35,Healthy
0.7121,2.4739,2.2724,1.53,Healthy
1.0442,2.3590,3.0670,5.35,Healthy
0.9734,3.4949,2.6883,0.89,Healthy
1.0218,3.2885,2.8359,3.17,Healthy
1.0683,3.4553,3.2722,1.75,Healthy
0.8788,3.0732,2.8799,0.32,Healthy
1.0856,2.9643,2.6048,3.84,Healthy
1.1333,3.4902,2.8127,4.65,Healthy
0.8273,3.2296,3.0165,1.71,Healthy
1.0451,2.1451,2.6766,2.55,Healthy
1.0629,2.9497,2.6905,3.14,Healthy
1.2645,3.2687,2.8773,4.30,Healthy
1.8104,5.2829,3.6366,15.17,Degraded
1.4109,4.1277,5.4101,15.72,Degraded
2.6820,4.0499,4.1782,4.00,Degraded
1.3000,3.9528,6.6442,12.17,Degraded
2.5139,3.7076,7.1241,10.81,Degraded
0.9082,3.0889,3.1357,2.76,Healthy
1.3000,4.5513,4.1507,7.19,Degraded
0.9640,2.9254,3.1030,0.91,Healthy
1.1450,2.6482,2.7328,1.00,Healthy
0.9291,3.1864,2.8567,2.10,Healthy
1.6975,5.3221,5.6644,12.77,Degraded
0.9218,3.1583,3.2290,3.88,Healthy
2.3890,4.9514,5.7093,7.59,Degraded
0.9846,3.0494,3.0864,1.16,Healthy
1.3981,4.8768,4.4871,11.41,Degraded
0.9725,2.5068,2.6652,4.14,Healthy
4.9026,8.1789,11.7532,28.73,Danger
0.9621,3.3691,2.3913,1.24,Healthy
2.7250,3.9642,5.4815,14.29,Degraded
1.0271,2.3015,3.2659,2.59,Healthy
2.4625,3.3459,5.4527,12.35,Degraded
0.9733,2.8555,2.5314,1.20,Healthy
0.8211,3.2059,3.2603,2.97,Healthy
1.1744,3.0506,3.6980,1.05,Healthy
1.2050,2.6880,3.0732,1.27,Healthy
2.6057,5.8950,6.2911,13.28,Degraded
3.0000,7.6521,10.7847,24.96,Danger
0.9431,2.9610,2.3422,4.36,Healthy
0.9394,3.0678,3.2642,1.40,Healthy
1.2216,2.9433,2.2667,3.81,Healthy
4.3895,6.4476,14.4554,28.00,Danger
0.7600,2.9833,3.2898,0.00,Healthy
1.1921,3.4328,3.0718,1.25,Healthy
2.3836,4.2942,7.6880,16.07,Degraded
0.8208,2.5922,3.3072,0.00,Healthy
1.0568,2.4428,3.0277,1.21,Healthy
0.9661,2.2833,3.2336,1.72,Healthy
2.1507,3.0000,5.1294,12.94,Degraded
1.1729,2.9116,3.0332,2.70,Healthy
0.9555,2.9720,3.0514,0.11,Healthy
0.9333,3.1063,2.9964,0.00,Healthy
0.8166,2.6555,3.4929,3.06,Healthy
4.8090,5.3026,9.3693,28.24,Danger
2.4705,3.3062,5.5355,10.44,Degraded
1.1525,3.1181,2.7433,0.79,Healthy
0.9680,3.3468,3.2548,2.56,Healthy
1.0120,3.3428,3.1583,0.29,Healthy
2.9210,3.5907,5.1698,10.09,Degraded
1.0646,2.9462,2.4664,3.37,Healthy
4.4389,7.4555,14.3515,29.74,Danger
4.3846,6.1689,11.5598,24.72,Danger
1.0577,3.0754,2.5534,1.44,Healthy
0.9476,3.5507,2.7385,2.18,Healthy
3.3627,4.6284,3.6314,17.15,Degraded
4.7995,9.1745,10.4921,29.40,Danger
0.9828,3.1045,2.3349,4.03,Healthy
1.0582,3.2653,2.5439,2.38,Healthy
2.2553,4.9615,6.0214,9.67,Degraded
1.0516,2.6640,2.8160,5.77,Healthy
2.4397,3.6363,7.4671,6.83,Degraded
1.0517,3.1824,3.0851,3.36,Healthy
0.8916,3.2646,4.0753,0.25,Healthy
4.4556,5.0000,13.9111,24.49,Danger
2.7069,5.4259,6.0453,18.82,Degraded
5.1207,7.0717,7.0000,27.98,Danger
1.0676,2.9255,3.2121,0.00,Healthy
1.1471,3.3725,2.3830,4.50,Healthy
1.0021,3.0925,3.7158,1.64,Healthy
1.9018,4.0825,3.5000,10.77,Degraded
2.1239,4.2194,5.8438,8.50,Degraded
0.8085,3.1827,3.6890,3.20,Healthy
1.1084,3.4758,2.6627,0.59,Healthy
1.0326,2.8043,3.9155,0.54,Healthy
0.9014,2.7770,3.3641,3.44,Healthy
1.3000,4.1463,6.8181,17.30,Degraded
3.0000,6.6337,18.2631,32.69,Danger
1.0507,2.7936,2.2801,3.23,Healthy
0.9444,2.7453,3.0140,4.52,Healthy
4.4123,5.0000,11.4881,35.14,Danger
0.9369,2.7785,3.2013,0.00,Healthy
0.9872,2.4970,2.8894,3.05,Healthy
2.0995,5.3815,6.4929,13.82,Degraded
1.0875,3.3373,3.0421,1.18,Healthy
4.6355,6.5172,14.0682,28.30,Danger
1.0160,2.6406,3.0462,0.60,Healthy
0.9090,3.1986,2.8233,3.17,Healthy
1.5625,3.7230,3.5000,15.36,Degraded
2.7508,4.6784,5.3149,13.90,Degraded
0.9725,2.9412,2.7449,3.43,Healthy
0.9555,3.4722,3.3070,1.03,Healthy
2.1272,4.7675,3.8269,5.39,Degraded
0.8052,3.0353,3.5407,1.74,Healthy
4.3059,5.0000,7.0000,32.37,Danger
0.9934,3.0337,2.7616,0.00,Healthy
0.9675,2.7494,2.2122,2.23,Healthy
0.9996,3.3182,3.4443,5.05,Healthy
1.3000,4.6032,5.7773,9.44,Degraded
0.9969,3.1419,2.8238,4.12,Healthy
0.9038,2.9870,2.9134,1.24,Healthy
1.0290,2.8240,3.0284,1.89,Healthy
1.0186,3.1224,3.3888,0.94,Healthy
0.9419,3.1047,2.4360,1.54,Healthy
0.9282,3.4251,2.9648,1.21,Healthy
1.1068,2.9266,2.7759,3.07,Healthy
0.9481,2.7000,3.6882,5.40,Healthy
0.9509,3.6673,3.0598,3.07,Healthy
0.9789,3.1191,2.9576,2.63,Healthy
0.8507,2.9583,3.0671,1.65,Healthy
1.3726,3.2634,3.7454,1.58,Healthy
1.1664,2.7739,2.4142,2.08,Healthy
0.8552,2.9249,3.0145,2.69,Healthy
3.8383,6.2597,19.0102,32.12,Danger
0.9034,2.8824,3.3161,4.46,Healthy
1.0411,2.7418,2.9302,2.21,Healthy
0.8318,3.0650,3.2869,2.27,Healthy
0.9104,3.2038,2.5919,1.60,Healthy
0.8769,2.7824,3.2310,1.35,Healthy
1.1005,3.2444,3.1005,0.52,Healthy
1.0337,2.3386,2.8970,5.15,Healthy
3.1590,7.6364,13.5674,24.51,Danger
3.9633,5.8293,17.4613,27.50,Danger
0.9613,3.4479,3.2530,1.41,Healthy
5.0138,6.6042,8.9346,33.82,Danger
1.1368,3.6852,2.5253,2.34,Healthy
0.9532,2.7954,3.6193,0.94,Healthy
0.9523,2.2320,2.9916,1.41,Healthy
1.1050,2.5724,2.9742,3.42,Healthy
0.7762,3.0362,3.0408,2.20,Healthy
1.0794,3.0068,2.3064,1.66,Healthy
1.0860,3.1462,3.1916,1.88,Healthy
0.8974,3.2364,2.6600,2.47,Healthy
1.7838,5.3582,5.3026,16.82,Degraded
2.3414,3.7908,6.7715,15.59,Degraded
1.3041,2.6649,3.4143,3.84,Healthy
0.9944,3.2008,3.7916,0.00,Healthy
5.9721,10.0563,15.1530,41.95,Danger
0.8178,2.9886,2.9301,2.64,Healthy
6.7119,6.3788,11.7254,18.79,Danger
0.8799,3.2084,3.5815,2.20,Healthy
2.1516,5.0001,5.6667,6.79,Degraded
1.0566,2.9673,3.3031,2.82,Healthy
0.9809,2.4410,3.1700,3.29,Healthy
0.8209,3.3113,2.9179,1.46,Healthy
1.9690,4.8565,5.7047,15.67,Degraded
1.1713,2.7449,2.3351,1.18,Healthy
2.3197,4.7821,4.8820,18.34,Degraded
1.0639,3.2395,2.4933,1.41,Healthy
0.9394,3.2170,3.0628,1.02,Healthy
1.2842,2.3839,2.9949,2.23,Healthy
1.2413,3.1919,3.1781,0.87,Healthy
2.6240,4.4570,5.1854,12.07,Degraded
2.0878,4.2387,4.7980,10.98,Degraded
0.9500,2.1396,3.0417,0.50,Healthy
0.8733,3.1525,3.2383,0.05,Healthy
1.0805,2.9459,2.1159,2.91,Healthy
0.9503,3.3877,3.3431,4.55,Healthy
5.0573,5.0087,8.7501,23.76,Danger
4.9453,6.1051,15.8927,31.34,Danger
0.9536,3.0970,3.0148,1.36,Healthy
1.1272,2.4420,2.9404,0.42,Healthy
1.9358,4.1347,3.9798,4.00,Degraded
2.2674,3.9571,6.2013,12.81,Degraded
4.3925,6.6580,8.3881,31.27,Danger
1.1094,2.9892,2.6127,0.12,Healthy
2.8468,4.0414,5.1193,9.35,Degraded
0.8949,2.6043,2.7216,1.68,Healthy
2.6809,4.7215,3.5000,12.35,Degraded
1.3000,3.8101,4.9012,13.39,Degraded
0.7825,2.4021,2.0358,0.36,Healthy
6.0014,8.7282,9.6095,19.86,Danger
1.0192,3.3782,3.0797,4.04,Healthy
4.9793,6.1797,9.6632,31.82,Danger
1.0766,3.1454,2.3866,4.74,Healthy
1.0666,3.2141,2.7376,2.78,Healthy
1.1290,2.9778,3.2244,3.83,Healthy
0.9974,2.8868,2.0000,0.00,Healthy
1.8410,4.3382,5.4190,6.11,Degraded
0.9227,3.2214,3.5614,2.45,Healthy
1.1122,3.4284,2.6396,1.21,Healthy
0.8786,2.9123,2.6558,0.54,Healthy
1.0965,2.9390,2.9079,1.83,Healthy
0.9226,2.7974,3.0317,4.20,Healthy
1.2486,2.8195,2.6706,0.00,Healthy
0.8943,3.1106,2.7838,3.58,Healthy
2.0410,4.7736,4.8048,12.46,Degraded
1.1035,3.0419,3.2375,0.00,Healthy
1.1205,3.3692,3.5965,1.39,Healthy
0.7885,2.8767,3.2296,1.88,Healthy
1.0938,3.2729,2.2069,1.43,Healthy
0.8369,2.9307,3.1280,1.09,Healthy
1.0939,2.7695,2.9492,0.00,Healthy
1.1527,3.2350,2.9663,3.94,Healthy
1.0595,3.3109,2.5404,0.00,Healthy
1.0211,3.0372,2.5707,1.93,Healthy
0.9623,2.6860,3.0931,2.46,Healthy
1.0875,3.1783,2.9707,2.56,Healthy
1.0163,2.9355,2.6772,1.14,Healthy
0.9662,3.1430,3.1249,2.93,Healthy
0.8157,3.0465,2.7296,3.27,Healthy
2.3801,4.7130,3.5000,17.24,Degraded
1.0290,3.1277,3.3415,2.94,Healthy
1.7750,5.3966,3.5000,12.50,Degraded
1.1190,2.8594,3.6539,3.07,Healthy
1.8305,4.5284,4.4575,11.88,Degraded
0.9933,2.7686,2.9854,1.50,Healthy
1.2226,2.9606,3.2823,0.00,Healthy
2.7443,3.6531,5.8397,8.83,Degraded
1.1120,3.1928,3.0611,0.00,Healthy
1.1276,2.8584,2.9758,0.18,Healthy
0.9998,3.0584,2.5836,1.10,Healthy
2.2402,3.8708,4.1046,20.86,Degraded
0.8498,3.0332,3.0399,2.84,Healthy
0.9076,3.1043,3.0938,2.07,Healthy
4.0309,6.0737,10.0583,28.18,Danger
0.7468,2.5409,3.0368,1.13,Healthy
0.9744,2.7093,2.7617,4.55,Healthy
1.7559,5.4902,5.3699,13.85,Degraded
3.8958,6.2471,7.0000,39.12,Danger
1.6771,4.7861,4.9664,12.42,Degraded
4.6270,9.3859,11.1310,20.92,Danger
2.1796,3.9529,5.6639,16.77,Degraded
1.8444,3.8458,6.5548,12.05,Degraded
0.9009,2.8223,3.0554,0.00,Healthy
1.8836,5.3545,4.8393,15.90,Degraded
0.9220,3.4961,3.1604,5.54,Healthy
1.0296,3.1196,3.1700,3.69,Healthy
0.7924,3.1608,2.4632,0.55,Healthy
1.5800,4.8076,6.1187,13.18,Degraded
1.0475,3.1588,3.4974,0.64,Healthy
1.2332,2.6138,3.0496,2.06,Healthy
1.1339,2.5015,3.0365,0.30,Healthy
1.0884,2.9122,3.3924,1.09,Healthy
5.8683,6.1524,7.0000,32.06,Danger
4.5684,8.8068,13.1396,43.30,Danger
2.2347,4.1747,6.5851,10.27,Degraded
4.5622,5.5995,8.2566,34.36,Danger
1.3685,5.2087,3.5000,10.19,Degraded
1.0299,2.5870,3.2944,1.43,Healthy
1.6890,4.5194,3.7539,7.23,Degraded
0.9979,2.5673,2.7714,2.53,Healthy
0.9786,2.7692,2.9976,2.39,Healthy
0.9284,3.1245,3.0913,0.98,Healthy
1.0226,3.4294,2.4337,3.21,Healthy
1.0176,3.4516,2.6979,3.43,Healthy
3.5538,7.3243,12.6099,19.96,Danger
2.2018,4.6427,3.9922,13.61,Degraded
6.1243,6.6295,11.1653,19.39,Danger
0.8554,3.2856,3.2179,3.26,Healthy
2.3022,4.8416,6.3997,8.56,Degraded
0.9438,2.5485,2.9645,2.93,Healthy
1.2168,3.3870,2.5132,1.70,Healthy
0.9870,3.6499,3.5573,4.26,Healthy
0.9595,3.0997,2.8041,2.07,Healthy
0.9644,3.6439,3.4697,2.57,Healthy
5.4128,7.8994,13.3142,27.92,Danger
1.0682,3.1996,3.1048,0.52,Healthy
2.7317,4.1509,5.1363,10.02,Degraded
1.1246,3.1941,3.2871,2.83,Healthy
0.9960,3.2575,3.0359,2.74,Healthy
0.9298,2.8772,3.1271,0.00,Healthy
5.0282,6.2187,12.1604,18.30,Danger
5.0019,6.5967,7.0000,35.39,Danger
0.9256,3.5273,3.6747,2.45,Healthy
1.3326,3.7727,3.5000,11.02,Degraded
1.0844,3.4842,3.4504,3.50,Healthy
2.8070,4.4409,7.7899,8.29,Degraded
4.9874,9.8045,12.8586,41.47,Danger
5.8235,5.0000,14.3242,25.14,Danger
0.9829,2.8269,2.2483,3.77,Healthy
5.3551,5.6536,14.2042,35.76,Danger
1.0806,2.6840,3.5137,3.47,Healthy
1.7992,3.7577,4.1361,18.00,Degraded
1.6579,3.6437,5.4714,9.32,Degraded
1.1746,3.3266,3.0550,0.00,Healthy
3.7905,5.4437,12.5880,24.72,Danger
1.0850,3.2378,2.6908,1.58,Healthy
2.0556,5.3810,7.6912,12.73,Degraded
0.9475,3.2216,2.9229,0.94,Healthy
2.6089,4.4087,5.0380,4.00,Degraded
4.2099,5.0000,7.0000,23.82,Danger
2.0694,4.7171,4.5891,12.05,Degraded
1.8903,4.5082,3.5000,11.59,Degraded
0.9367,3.1341,3.0429,0.24,Healthy
4.9676,5.7664,13.2405,44.41,Danger
0.9492,3.2342,2.8266,0.13,Healthy
0.9520,2.4330,3.2222,1.87,Healthy
0.7734,3.3076,2.2537,2.21,Healthy
1.1007,2.1810,2.6800,0.38,Healthy
1.0045,3.4583,2.8934,3.41,Healthy
4.5717,7.0214,7.6863,54.70,Danger
1.1296,3.4387,2.7630,4.26,Healthy
1.0157,3.0571,2.9814,1.53,Healthy
1.1046,2.7244,3.1438,2.08,Healthy
2.6708,3.5822,5.5814,12.23,Degraded
1.3000,5.3166,5.7326,9.71,Degraded
1.2218,3.0799,2.9012,2.03,Healthy
0.8034,2.7097,3.2179,4.02,Healthy
2.2168,5.5505,5.3267,12.72,Degraded
0.9352,2.9109,3.3800,2.53,Healthy
2.1138,3.0000,5.1513,12.62,Degraded
1.1917,3.0043,2.0002,3.07,Healthy
0.9653,2.8727,2.1604,0.84,Healthy
3.0566,5.7511,8.0803,31.69,Danger
2.6037,4.0406,4.7331,7.82,Degraded
0.9894,2.6419,3.2959,2.59,Healthy
2.1370,4.8613,3.5000,12.25,Degraded
2.3116,4.4029,3.8256,11.61,Degraded
0.9422,3.2566,2.8601,0.16,Healthy
1.0199,3.7252,3.5380,2.40,Healthy
0.9391,3.0576,2.9526,3.40,Healthy
0.9316,2.8675,2.8846,1.50,Healthy
0.8580,3.1397,2.4257,1.59,Healthy
3.0000,8.9352,16.4729,45.63,Danger
1.1316,3.0611,3.0420,1.64,Healthy
1.0058,3.1231,2.8982,5.79,Healthy
1.1149,2.7161,2.3879,0.58,Healthy
1.0780,2.9133,3.1386,0.75,Healthy
4.0077,7.4906,16.9715,19.98,Danger
1.0605,3.3949,2.8138,3.50,Healthy
0.9548,3.1296,3.6004,0.00,Healthy
0.8615,2.6295,3.4557,0.00,Healthy
0.7000,3.2183,2.9285,0.81,Healthy
0.8134,2.7610,3.2913,1.05,Healthy
2.5003,5.1646,4.5725,15.15,Degraded
1.1021,2.8998,2.4248,3.34,Healthy
5.8836,6.8322,12.9878,34.77,Danger
3.0000,6.9203,11.7833,29.92,Danger
1.0239,2.5594,3.5506,3.93,Healthy
0.9917,2.9261,3.1337,1.49,Healthy
0.8671,2.7988,2.6064,0.81,Healthy
5.5045,7.2243,11.0289,21.29,Danger
3.8872,7.1222,13.7851,33.67,Danger
2.7766,3.5317,7.6764,18.55,Degraded
2.5818,4.6617,4.0007,14.58,Degraded
2.5992,3.1882,4.4849,15.20,Degraded
1.8450,3.7065,4.4105,9.93,Degraded
0.8158,3.2170,2.6815,1.73,Healthy
0.7000,3.1505,3.0930,0.34,Healthy
0.8854,3.2676,2.6549,0.36,Healthy
1.0627,3.2695,2.7811,1.25,Healthy
1.0684,2.8587,3.6369,1.20,Healthy
0.9899,2.9307,3.9461,1.88,Healthy
0.8855,3.2665,2.9900,3.83,Healthy
5.7608,7.8490,13.4531,26.64,Danger
1.0728,3.4829,2.9380,1.36,Healthy
2.1637,4.9104,4.5902,12.38,Degraded
1.1748,2.9411,3.3234,0.81,Healthy
1.0960,3.2037,3.0386,2.08,Healthy
1.1157,3.1831,3.1765,0.00,Healthy
0.8090,3.0243,2.5954,4.89,Healthy
1.1098,2.9320,2.5668,2.59,Healthy
2.3109,3.6244,5.4812,6.75,Degraded
0.9474,2.9157,2.9881,2.69,Healthy
1.1588,3.1117,2.9370,0.46,Healthy
1.2184,2.9050,2.9907,3.34,Healthy
1.1954,2.9189,3.6505,0.00,Healthy
5.9354,6.2695,7.0000,34.71,Danger
1.0745,3.2409,3.0458,4.15,Healthy
3.1023,6.0983,19.8969,29.36,Danger
0.9157,3.0286,2.9092,1.92,Healthy
0.8785,2.4647,3.5981,1.46,Healthy
0.9191,3.1433,2.9868,3.27,Healthy
1.7293,3.3205,6.8263,9.88,Degraded
0.9453,3.0344,2.8991,0.00,Healthy
0.9741,2.8152,3.2046,1.48,Healthy
1.3767,4.8013,7.1773,9.09,Degraded
1.8479,5.0588,6.7159,8.68,Degraded
0.9993,3.1785,3.3899,2.49,Healthy
1.1640,3.8643,2.8810,0.65,Healthy
0.7639,3.2292,2.4968,2.47,Healthy
2.2299,3.8659,7.2061,12.34,Degraded
5.6534,6.0259,10.3784,35.05,Danger
0.8075,2.8484,2.8021,3.99,Healthy
1.0121,2.6217,3.1454,2.65,Healthy
0.8744,2.6845,2.8153,0.00,Healthy
1.0745,3.0956,2.9521,0.00,Healthy
4.5620,5.7360,8.6541,22.03,Danger
0.9641,3.1683,2.8115,0.00,Healthy
4.4580,7.5703,12.6912,21.81,Danger
1.0237,2.6203,3.4332,4.81,Healthy
1.0753,3.1317,3.7227,2.22,Healthy
2.5578,5.3259,4.9886,13.47,Degraded
0.9604,3.2605,2.9313,2.55,Healthy
1.1258,2.8662,2.9414,3.10,Healthy
0.8722,3.2547,2.7143,0.50,Healthy
0.8929,2.9522,2.5209,3.76,Healthy
1.3000,4.0036,4.0666,20.73,Degraded
4.1067,7.2053,10.4099,30.67,Danger
3.7741,7.6705,9.2814,26.56,Danger
1.0711,3.1491,2.9157,3.33,Healthy
5.4905,9.0264,12.5082,29.68,Danger
0.9290,2.7920,2.7092,4.00,Healthy
1.9061,5.3126,3.5000,9.67,Degraded
4.6502,6.8583,16.0759,25.02,Danger
1.1304,3.3458,2.5000,0.94,Healthy
4.8994,7.7066,10.5947,21.93,Danger
2.2304,4.2297,6.2115,12.05,Degraded
5.5461,6.9945,8.7527,19.43,Danger
2.2148,3.7336,6.7877,18.42,Degraded
1.1536,2.8628,2.7111,2.53,Healthy
0.9546,3.2285,3.2757,2.39,Healthy
0.7975,3.3195,3.2524,0.06,Healthy
5.4148,5.0000,12.1577,21.73,Danger
2.7213,4.7897,6.4416,13.34,Degraded
1.1289,3.1700,2.6712,1.70,Healthy
2.7567,3.7344,4.2593,13.34,Degraded
1.0990,3.3479,2.8777,0.92,Healthy
0.7000,2.6246,3.5008,2.39,Healthy
0.9780,2.8906,2.5748,3.05,Healthy
1.0403,2.1015,3.1802,0.00,Healthy
4.2821,5.8221,13.3137,21.76,Danger
0.9755,3.2379,2.7264,0.90,Healthy
5.1373,6.8308,18.0863,36.98,Danger
1.8597,3.8832,5.3757,11.41,Degraded
2.3420,5.4189,4.2109,17.35,Degraded
1.1343,3.3825,3.1537,0.00,Healthy
1.0530,3.4371,3.2733,1.51,Healthy
0.9455,2.9883,2.7054,2.23,Healthy
1.3182,5.8642,6.2156,12.48,Degraded
0.9150,2.6821,2.3784,2.81,Healthy
0.9592,3.5136,2.6194,2.73,Healthy
1.1666,2.7252,3.0142,2.25,Healthy
1.0767,2.9016,2.4241,1.48,Healthy
3.9163,6.1838,10.5827,31.12,Danger
1.1070,2.6244,2.9751,1.21,Healthy
2.5107,3.7353,4.3359,9.54,Degraded
0.9696,3.2419,3.0973,0.97,Healthy
4.5360,7.1505,11.8289,49.50,Danger
1.1482,2.5546,3.1252,1.05,Healthy
1.1946,2.5176,3.5306,1.83,Healthy
1.1784,3.1257,3.0880,1.61,Healthy
0.9580,2.8815,2.6002,0.22,Healthy
0.8665,3.0089,3.0012,2.53,Healthy
1.3207,3.4913,5.4452,7.31,Degraded
0.9807,3.1378,2.3807,3.68,Healthy
5.1098,8.7774,12.4895,22.24,Danger
2.6190,4.0289,4.9554,23.40,Degraded
0.9305,3.1472,2.7772,0.31,Healthy
2.4800,3.6086,3.5000,11.96,Degraded
3.1447,7.0075,11.4056,32.59,Danger
1.9322,5.6483,6.8017,7.39,Degraded
1.0402,3.4563,2.8080,4.30,Healthy
3.0000,9.1909,17.8053,26.16,Danger
5.8002,5.6831,11.2545,25.74,Danger
1.2280,2.1081,3.1384,3.36,Healthy
1.0161,2.6100,2.9317,3.52,Healthy
6.0051,5.9480,15.0509,33.54,Danger
2.9036,3.9854,4.8662,16.35,Degraded
1.0234,2.8220,3.1563,2.08,Healthy
2.9782,4.9304,4.8727,5.56,Degraded
0.9893,3.1069,3.3873,3.07,Healthy
0.9871,2.5790,2.4735,0.49,Healthy
0.8814,2.7501,2.7320,6.65,Healthy
0.9981,2.8514,2.9787,1.76,Healthy
1.0207,2.9106,4.1532,1.33,Healthy
1.0841,3.2350,2.5370,2.66,Healthy
2.0525,4.0678,6.9026,12.53,Degraded
1.3020,3.2589,3.1249,2.43,Healthy
1.0882,3.1752,2.1823,1.60,Healthy
0.9465,2.4809,3.2818,0.98,Healthy
0.9428,3.5236,2.8902,4.42,Healthy
5.0855,7.7696,12.5893,46.43,Danger
1.0784,2.5413,2.6523,0.89,Healthy
1.0940,3.2371,3.3659,2.75,Healthy
1.0141,2.2763,2.9746,2.00,Healthy
1.0345,3.0734,2.3924,1.75,Healthy
1.0617,2.3932,3.4423,0.94,Healthy
2.1215,4.3033,5.7879,18.28,Degraded
1.0003,2.9245,3.0728,4.49,Healthy
0.8841,3.1625,2.9785,2.44,Healthy
1.1738,2.8590,3.0483,1.79,Healthy
0.9270,2.9712,2.8557,2.88,Healthy
2.5311,4.9768,6.7616,10.40,Degraded
0.9822,2.8203,2.8057,3.02,Healthy
1.2037,3.3862,2.9595,1.16,Healthy
1.1089,3.0998,3.0927,2.65,Healthy
1.1990,2.9506,3.1096,3.05,Healthy
1.1603,2.6814,3.0172,1.28,Healthy
2.2934,4.8797,4.3978,12.32,Degraded
4.6955,5.7749,14.0937,21.56,Danger
1.0232,2.4629,3.1218,3.00,Healthy
1.6729,5.3691,4.2219,16.22,Degraded
0.9091,2.7930,3.2058,1.91,Healthy
0.9067,3.1478,2.9413,3.43,Healthy
4.6207,6.3174,7.9799,42.31,Danger
4.3983,5.2607,9.2615,38.72,Danger
0.9762,2.1218,2.7716,2.22,Healthy
0.9675,3.0144,2.8658,3.30,Healthy
1.9782,4.3529,6.5294,15.75,Degraded
0.9418,2.8787,2.3646,0.00,Healthy
1.0816,2.7072,2.3815,4.54,Healthy
0.9294,3.0284,3.4422,3.02,Healthy
1.0515,3.0492,3.4124,1.30,Healthy
1.0791,2.8838,3.5442,2.24,Healthy
3.7357,5.9760,13.7905,35.86,Danger
0.9729,3.1076,3.4694,1.41,Healthy
1.9379,4.2815,6.1963,19.45,Degraded
1.1926,3.0509,3.3634,0.73,Healthy
1.4122,4.2934,7.1318,17.44,Degraded
0.9831,2.7512,3.0867,0.78,Healthy
3.9982,9.2196,12.0590,29.72,Danger
1.1603,3.4273,3.5034,2.83,Healthy
0.9983,3.1864,3.0096,0.42,Healthy
1.0825,2.1610,2.9307,1.26,Healthy
2.5667,5.2201,4.2428,17.42,Degraded
2.6673,3.8570,5.8338,10.25,Degraded
3.6731,5.2625,14.3049,37.36,Danger
1.1339,2.8058,2.3144,1.85,Healthy
1.0569,3.5255,2.7046,0.54,Healthy
2.2117,4.3326,5.8331,12.33,Degraded
5.6712,6.8442,12.3348,37.35,Danger
1.0637,2.5988,2.9723,3.71,Healthy
1.1294,2.9190,3.1848,3.02,Healthy
0.9147,3.0963,3.5075,1.79,Healthy
0.9936,2.7312,3.8203,2.45,Healthy
6.1811,8.3213,12.3129,20.50,Danger
4.1822,5.6138,9.8249,37.37,Danger
4.0493,6.7611,15.3771,31.20,Danger
1.1687,2.7986,3.2136,1.17,Healthy
2.4380,4.3513,4.2039,17.29,Degraded
0.9425,2.5112,3.1596,1.29,Healthy
2.3794,5.0513,8.8155,11.36,Degraded
3.0000,7.4170,7.0000,23.38,Danger
2.2825,5.1649,6.7706,7.85,Degraded
0.9745,2.7653,2.7765,2.20,Healthy
5.5751,6.6561,12.9005,18.42,Danger
5.2755,7.1934,8.7754,21.84,Danger
0.8645,3.2010,2.7921,3.54,Healthy
4.2872,6.1807,9.9657,31.72,Danger
1.1319,2.9849,2.3557,2.47,Healthy
0.9055,2.6012,3.0802,0.84,Healthy
1.0336,2.8981,2.7093,3.74,Healthy
4.0311,6.7630,10.2471,20.50,Danger
1.0471,2.9985,3.1519,0.00,Healthy
3.5660,5.6389,7.6231,24.67,Danger
0.8494,3.0190,2.2022,2.92,Healthy
4.4744,5.9809,16.3648,23.91,Danger
